#.t	.in_5
#d	degC
249.2916667	17.4
249.3333333	17.3
249.375	17.3
249.4166667	17.3
249.4583333	17.4
249.5	17.4
249.5416667	17.5
249.5833333	17.7
249.625	17.8
249.6666667	18.0
249.7083333	18.1
249.75	18.1
249.7916667	18.0
249.8333333	17.9
249.875	17.8
249.9166667	17.6
249.9583333	17.5
250.0	17.4
250.0416667	17.4
250.0833333	17.3
250.125	17.2
250.1666667	17.1
250.2083333	16.9
250.25	16.8
250.2916667	16.8
250.3333333	16.7
250.375	16.7
250.4166667	16.7
250.4583333	16.9
250.5	17.1
250.5416667	17.3
250.5833333	17.6
250.625	17.9
250.6666667	18.1
250.7083333	18.2
250.75	18.3
250.7916667	18.3
250.8333333	18.2
250.875	18.1
250.9166667	18.0
250.9583333	18.0
251.0	18.0
251.0416667	17.9
251.0833333	17.9
251.125	17.8
251.1666667	17.6
251.2083333	17.5
251.25	17.4
251.2916667	17.3
251.3333333	17.3
251.375	17.3
251.4166667	17.3
251.4583333	17.5
251.5	17.7
251.5416667	17.9
251.5833333	18.2
251.625	18.5
251.6666667	18.7
251.7083333	18.9
251.75	19.0
251.7916667	18.9
251.8333333	18.8
251.875	18.7
251.9166667	18.5
251.9583333	18.4
252.0	18.3
252.0416667	18.3
252.0833333	18.2
252.125	18.0
252.1666667	17.8
252.2083333	17.7
252.25	17.6
252.2916667	17.5
252.3333333	17.5
252.375	17.5
252.4166667	17.6
252.4583333	17.8
252.5	18.0
252.5416667	18.3
252.5833333	18.6
252.625	18.9
252.6666667	19.1
252.7083333	19.3
252.75	19.3
252.7916667	19.3
252.8333333	19.2
252.875	19.1
252.9166667	19.0
252.9583333	18.8
253.0	18.7
253.0416667	18.7
253.0833333	18.6
253.125	18.5
253.1666667	18.4
253.2083333	18.3
253.25	18.2
253.2916667	18.1
253.3333333	18.0
253.375	18.0
253.4166667	18.0
253.4583333	18.1
253.5	18.2
253.5416667	18.4
253.5833333	18.6
253.625	18.9
253.6666667	19.1
253.7083333	19.3
253.75	19.3
253.7916667	19.3
253.8333333	19.3
253.875	19.2
253.9166667	19.1
253.9583333	18.9
254.0	18.9
254.0416667	18.8
254.0833333	18.7
254.125	18.6
254.1666667	18.6
254.2083333	18.5
254.25	18.5
254.2916667	18.5
254.3333333	18.5
254.375	18.5
254.4166667	18.5
254.4583333	18.5
254.5	18.5
254.5416667	18.5
254.5833333	18.5
254.625	18.5
254.6666667	18.5
254.7083333	18.5
254.75	18.4
254.7916667	18.3
254.8333333	18.2
254.875	18.1
254.9166667	17.9
254.9583333	17.8
255.0	17.7
255.0416667	17.7
255.0833333	17.7
255.125	17.6
255.1666667	17.6
255.2083333	17.5
255.25	17.5
255.2916667	17.4
255.3333333	17.3
255.375	17.3
255.4166667	17.3
255.4583333	17.3
255.5	17.4
255.5416667	17.5
255.5833333	17.6
255.625	17.6
255.6666667	17.6
255.7083333	17.7
255.75	17.6
255.7916667	17.6
255.8333333	17.6
255.875	17.6
255.9166667	17.5
255.9583333	17.5
256.0	17.4
256.0416667	17.3
256.0833333	17.2
256.125	17.1
256.1666667	17.1
256.2083333	17.0
256.25	16.9
256.2916667	16.8
256.3333333	16.8
256.375	16.7
256.4166667	16.7
256.4583333	16.7
256.5	16.8
256.5416667	16.9
256.5833333	17.0
256.625	17.1
256.6666667	17.3
256.7083333	17.4
256.75	17.4
256.7916667	17.4
256.8333333	17.3
256.875	17.2
256.9166667	17.2
256.9583333	17.2
257.0	17.3
257.0416667	17.5
257.0833333	17.6
257.125	17.5
257.1666667	17.5
257.2083333	17.3
257.25	17.2
257.2916667	17.1
257.3333333	17.0
257.375	16.8
257.4166667	16.6
257.4583333	16.4
257.5	16.4
257.5416667	16.3
257.5833333	16.3
257.625	16.3
257.6666667	16.3
257.7083333	16.3
257.75	16.2
257.7916667	16.2
257.8333333	16.1
257.875	16.0
257.9166667	15.9
257.9583333	15.8
258.0	15.8
258.0416667	15.7
258.0833333	15.6
258.125	15.5
258.1666667	15.4
258.2083333	15.4
258.25	15.3
258.2916667	15.3
258.3333333	15.3
258.375	15.2
258.4166667	15.3
258.4583333	15.3
258.5	15.4
258.5416667	15.6
258.5833333	15.6
258.625	15.7
258.6666667	15.8
258.7083333	15.9
258.75	16.0
258.7916667	16.0
258.8333333	16.0
258.875	16.0
258.9166667	16.0
258.9583333	15.9
259.0	15.8
259.0416667	15.7
259.0833333	15.6
259.125	15.6
259.1666667	15.5
259.2083333	15.4
259.25	15.4
259.2916667	15.3
259.3333333	15.2
259.375	15.1
259.4166667	15.2
259.4583333	15.3
259.5	15.5
259.5416667	15.7
259.5833333	15.9
259.625	16.2
259.6666667	16.3
259.7083333	16.3
259.75	16.3
259.7916667	16.3
259.8333333	16.3
259.875	16.4
259.9166667	16.4
259.9583333	16.4
260.0	16.3
260.0416667	16.3
260.0833333	16.2
260.125	16.1
260.1666667	16.0
260.2083333	16.0
260.25	16.0
260.2916667	15.9
260.3333333	15.9
260.375	15.9
260.4166667	15.9
260.4583333	15.9
260.5	16.0
260.5416667	16.1
260.5833333	16.2
260.625	16.3
260.6666667	16.4
260.7083333	16.4
260.75	16.3
260.7916667	16.3
260.8333333	16.2
260.875	16.2
260.9166667	16.2
260.9583333	16.2
261.0	16.3
261.0416667	16.3
261.0833333	16.4
261.125	16.4
261.1666667	16.4
261.2083333	16.3
261.25	16.3
261.2916667	16.2
261.3333333	16.2
261.375	16.1
261.4166667	16.1
261.4583333	16.0
261.5	16.0
261.5416667	16.0
261.5833333	16.1
261.625	16.1
261.6666667	16.2
261.7083333	16.3
261.75	16.3
261.7916667	16.3
261.8333333	16.2
261.875	16.1
261.9166667	16.0
261.9583333	15.9
262.0	15.8
262.0416667	15.7
262.0833333	15.7
262.125	15.6
262.1666667	15.4
262.2083333	15.3
262.25	15.2
262.2916667	15.0
262.3333333	15.0
262.375	14.9
262.4166667	15.0
262.4583333	15.0
262.5	15.1
262.5416667	15.2
262.5833333	15.4
262.625	15.5
262.6666667	15.6
262.7083333	15.7
262.75	15.6
262.7916667	15.6
262.8333333	15.5
262.875	15.5
262.9166667	15.4
262.9583333	15.4
263.0	15.3
263.0416667	15.2
263.0833333	15.1
263.125	15.0
263.1666667	14.9
263.2083333	14.8
263.25	14.7
263.2916667	14.6
263.3333333	14.5
263.375	14.5
263.4166667	14.6
263.4583333	14.6
263.5	14.8
263.5416667	14.9
263.5833333	15.0
263.625	15.1
263.6666667	15.2
263.7083333	15.2
263.75	15.2
263.7916667	15.2
263.8333333	15.1
263.875	15.0
263.9166667	15.0
263.9583333	14.9
264.0	14.9
264.0416667	14.8
264.0833333	14.8
264.125	14.6
264.1666667	14.5
264.2083333	14.4
264.25	14.3
264.2916667	14.3
264.3333333	14.2
264.375	14.1
264.4166667	14.1
264.4583333	14.2
264.5	14.2
264.5416667	14.4
264.5833333	14.5
264.625	14.6
264.6666667	14.7
264.7083333	14.7
264.75	14.7
264.7916667	14.7
264.8333333	14.7
264.875	14.7
264.9166667	14.7
264.9583333	14.7
265.0	14.7
265.0416667	14.6
265.0833333	14.5
265.125	14.5
265.1666667	14.4
265.2083333	14.4
265.25	14.3
265.2916667	14.3
265.3333333	14.2
265.375	14.2
265.4166667	14.2
265.4583333	14.3
265.5	14.4
265.5416667	14.6
265.5833333	14.8
265.625	15.0
265.6666667	15.0
265.7083333	15.0
265.75	14.9
265.7916667	14.8
265.8333333	14.8
265.875	14.8
265.9166667	14.8
265.9583333	14.9
266.0	14.8
266.0416667	14.7
266.0833333	14.6
266.125	14.5
266.1666667	14.4
266.2083333	14.3
266.25	14.1
266.2916667	14.0
266.3333333	13.9
266.375	13.8
266.4166667	13.7
266.4583333	13.7
266.5	13.7
266.5416667	13.7
266.5833333	13.7
266.625	13.8
266.6666667	13.8
266.7083333	13.9
266.75	13.9
266.7916667	13.9
266.8333333	13.9
266.875	13.8
266.9166667	13.7
266.9583333	13.7
267.0	13.6
267.0416667	13.5
267.0833333	13.4
267.125	13.4
267.1666667	13.3
267.2083333	13.2
267.25	13.2
267.2916667	13.1
267.3333333	13.1
267.375	13.4
267.4166667	13.8
267.4583333	14.2
267.5	15.2
267.5416667	16.1
267.5833333	16.3
267.625	16.2
267.6666667	15.7
267.7083333	15.5
267.75	15.3
267.7916667	15.2
267.8333333	15.1
267.875	15.1
267.9166667	15.0
267.9583333	14.9
268.0	14.8
268.0416667	14.6
268.0833333	14.5
268.125	14.3
268.1666667	14.2
268.2083333	14.2
268.25	14.0
268.2916667	13.8
268.3333333	13.7
268.375	13.7
268.4166667	13.7
268.4583333	13.7
268.5	13.7
268.5416667	13.7
268.5833333	13.8
268.625	13.9
268.6666667	14.0
268.7083333	14.0
268.75	14.0
268.7916667	13.9
268.8333333	13.8
268.875	13.8
268.9166667	13.8
268.9583333	13.7
269.0	13.7
269.0416667	13.7
269.0833333	13.6
269.125	13.6
269.1666667	13.5
269.2083333	13.5
269.25	13.5
269.2916667	13.5
269.3333333	13.4
269.375	13.4
269.4166667	13.5
269.4583333	13.5
269.5	13.6
269.5416667	13.7
269.5833333	13.8
269.625	13.8
269.6666667	13.8
269.7083333	13.9
269.75	13.9
269.7916667	13.9
269.8333333	13.8
269.875	13.7
269.9166667	13.7
269.9583333	13.6
270.0	13.6
270.0416667	13.5
270.0833333	13.5
270.125	13.5
270.1666667	13.6
270.2083333	13.6
270.25	13.7
270.2916667	13.7
270.3333333	13.7
270.375	13.7
270.4166667	13.7
270.4583333	13.8
270.5	14.0
270.5416667	14.2
270.5833333	14.4
270.625	14.5
270.6666667	14.6
270.7083333	14.5
270.75	14.5
270.7916667	14.4
270.8333333	14.3
270.875	14.2
270.9166667	14.1
270.9583333	14.1
271.0	14.0
271.0416667	14.0
271.0833333	14.3
271.125	14.8
271.1666667	15.2
271.2083333	15.3
271.25	15.1
271.2916667	15.0
271.3333333	15.0
271.375	15.1
271.4166667	15.1
271.4583333	15.1
271.5	15.1
271.5416667	15.1
271.5833333	15.0
271.625	15.0
271.6666667	15.1
271.7083333	15.1
271.75	15.0
271.7916667	15.0
271.8333333	14.9
271.875	14.8
271.9166667	14.6
271.9583333	14.5
272.0	14.3
272.0416667	14.2
272.0833333	14.1
272.125	14.1
272.1666667	14.0
272.2083333	13.9
272.25	13.9
272.2916667	13.9
272.3333333	13.9
272.375	13.9
272.4166667	13.9
272.4583333	14.0
272.5	14.1
272.5416667	14.2
272.5833333	14.4
272.625	14.5
272.6666667	14.6
272.7083333	14.6
272.75	14.5
272.7916667	14.3
272.8333333	14.2
272.875	14.0
272.9166667	13.9
272.9583333	13.9
273.0	13.8
273.0416667	13.7
273.0833333	13.6
273.125	13.6
273.1666667	13.5
273.2083333	13.4
273.25	13.3
273.2916667	13.3
273.3333333	13.2
273.375	13.2
273.4166667	13.3
273.4583333	13.4
273.5	13.6
273.5416667	13.8
273.5833333	14.0
273.625	14.2
273.6666667	14.2
273.7083333	14.2
273.75	14.2
273.7916667	14.1
273.8333333	14.1
273.875	14.0
273.9166667	13.9
273.9583333	13.8
274.0	13.7
274.0416667	13.5
274.0833333	13.4
274.125	13.3
274.1666667	13.2
274.2083333	13.1
274.25	13.1
274.2916667	13.0
274.3333333	12.9
274.375	12.9
274.4166667	13.0
274.4583333	13.1
274.5	13.2
274.5416667	13.5
274.5833333	13.7
274.625	14.0
274.6666667	14.1
274.7083333	14.2
274.75	14.2
274.7916667	14.1
274.8333333	14.1
274.875	14.0
274.9166667	14.0
274.9583333	14.0
275.0	13.9
275.0416667	13.8
275.0833333	13.8
275.125	13.7
275.1666667	13.7
275.2083333	13.6
275.25	13.6
275.2916667	13.6
275.3333333	13.5
275.375	13.5
275.4166667	13.5
275.4583333	13.6
275.5	13.6
275.5416667	13.7
275.5833333	13.8
275.625	13.9
275.6666667	14.0
275.7083333	14.1
275.75	14.1
275.7916667	14.2
275.8333333	14.2
275.875	14.1
275.9166667	14.1
275.9583333	14.1
276.0	14.1
276.0416667	14.1
276.0833333	14.1
276.125	14.1
276.1666667	14.1
276.2083333	14.1
276.25	14.0
276.2916667	14.0
276.3333333	14.0
276.375	14.1
276.4166667	14.1
276.4583333	14.1
276.5	14.1
276.5416667	14.1
276.5833333	14.2
276.625	14.2
276.6666667	14.3
276.7083333	14.3
276.75	14.2
276.7916667	14.2
276.8333333	14.1
276.875	14.1
276.9166667	14.2
276.9583333	14.1
277.0	14.1
277.0416667	14.3
277.0833333	14.5
277.125	14.5
277.1666667	14.4
277.2083333	14.2
277.25	14.4
277.2916667	14.8
277.3333333	15.0
277.375	15.2
277.4166667	15.3
277.4583333	15.3
277.5	15.3
277.5416667	15.2
277.5833333	15.3
277.625	15.2
277.6666667	15.1
277.7083333	15.0
277.75	14.9
277.7916667	14.8
277.8333333	14.5
277.875	14.3
277.9166667	14.4
277.9583333	14.5
278.0	14.4
278.0416667	14.3
278.0833333	14.2
278.125	14.1
278.1666667	14.1
278.2083333	14.0
278.25	14.0
278.2916667	13.9
278.3333333	13.8
278.375	13.7
278.4166667	13.6
278.4583333	13.6
278.5	13.6
278.5416667	13.7
278.5833333	13.8
278.625	13.8
278.6666667	13.8
278.7083333	13.7
278.75	13.6
278.7916667	13.5
278.8333333	13.5
278.875	13.5
278.9166667	13.6
278.9583333	13.7
279.0	13.8
279.0416667	13.9
279.0833333	13.8
279.125	13.8
279.1666667	13.7
279.2083333	13.7
279.25	13.7
279.2916667	13.7
279.3333333	13.7
279.375	13.7
279.4166667	13.7
279.4583333	13.7
279.5	13.7
279.5416667	13.7
279.5833333	13.8
279.625	13.9
279.6666667	14.0
279.7083333	14.1
279.75	14.1
279.7916667	14.0
279.8333333	13.9
279.875	13.8
279.9166667	13.7
279.9583333	13.7
280.0	13.6
280.0416667	13.5
280.0833333	13.5
280.125	13.7
280.1666667	13.8
280.2083333	13.9
280.25	13.8
280.2916667	13.7
280.3333333	13.6
280.375	13.5
280.4166667	13.5
280.4583333	13.6
280.5	13.6
280.5416667	13.6
280.5833333	13.7
280.625	13.7
280.6666667	13.6
280.7083333	13.5
280.75	13.5
280.7916667	13.4
280.8333333	13.2
280.875	13.1
280.9166667	13.1
280.9583333	13.0
281.0	12.9
281.0416667	12.8
281.0833333	12.7
281.125	12.6
281.1666667	12.5
281.2083333	12.4
281.25	12.3
281.2916667	12.2
281.3333333	12.0
281.375	11.9
281.4166667	12.0
281.4583333	12.1
281.5	12.1
281.5416667	12.2
281.5833333	12.4
281.625	12.5
281.6666667	12.6
281.7083333	12.7
281.75	12.6
281.7916667	12.6
281.8333333	12.5
281.875	12.5
281.9166667	12.4
281.9583333	12.4
282.0	12.4
282.0416667	12.3
282.0833333	12.3
282.125	12.2
282.1666667	12.1
282.2083333	12.0
282.25	11.9
282.2916667	11.8
282.3333333	11.8
282.375	11.8
282.4166667	11.9
282.4583333	12.1
282.5	
282.5416667	12.5
282.5833333	12.6
282.625	12.6
282.6666667	12.6
282.7083333	12.6
282.75	12.6
282.7916667	12.5
282.8333333	12.5
282.875	12.4
282.9166667	12.3
282.9583333	12.2
283.0	12.1
283.0416667	12.0
283.0833333	11.9
283.125	11.7
283.1666667	11.6
283.2083333	11.5
283.25	11.4
283.2916667	11.3
283.3333333	11.3
283.375	11.3
283.4166667	11.4
283.4583333	11.6
283.5	11.8
283.5416667	11.9
283.5833333	12.1
283.625	12.0
283.6666667	12.1
283.7083333	12.1
283.75	12.1
283.7916667	12.1
283.8333333	12.1
283.875	12.1
283.9166667	12.0
283.9583333	11.8
284.0	11.7
284.0416667	11.6
284.0833333	11.4
284.125	11.3
284.1666667	11.2
284.2083333	11.1
284.25	11.0
284.2916667	11.0
284.3333333	10.9
284.375	10.9
284.4166667	11.0
284.4583333	11.1
284.5	11.3
284.5416667	11.6
284.5833333	11.7
284.625	11.8
284.6666667	11.8
284.7083333	11.8
284.75	11.8
284.7916667	11.8
284.8333333	11.8
284.875	11.7
284.9166667	11.7
284.9583333	11.6
285.0	11.6
285.0416667	11.6
285.0833333	11.5
285.125	11.5
285.1666667	11.5
285.2083333	11.4
285.25	11.4
285.2916667	11.4
285.3333333	11.4
285.375	11.5
285.4166667	11.6
285.4583333	11.7
285.5	11.9
285.5416667	12.1
285.5833333	12.3
285.625	12.3
285.6666667	12.4
285.7083333	12.5
285.75	12.7
285.7916667	12.9
285.8333333	13.2
285.875	13.8
285.9166667	14.3
285.9583333	14.3
286.0	14.2
286.0416667	14.0
286.0833333	13.8
286.125	13.5
286.1666667	13.2
286.2083333	13.0
286.25	12.7
286.2916667	12.5
286.3333333	12.2
286.375	12.1
286.4166667	12.0
286.4583333	11.9
286.5	11.9
286.5416667	11.9
286.5833333	11.9
286.625	12.0
286.6666667	11.9
286.7083333	11.8
286.75	11.8
286.7916667	11.7
286.8333333	11.7
286.875	11.6
286.9166667	11.5
286.9583333	11.4
287.0	11.3
287.0416667	11.2
287.0833333	11.1
287.125	11.1
287.1666667	11.3
287.2083333	11.5
287.25	11.7
287.2916667	12.1
287.3333333	12.3
287.375	12.3
287.4166667	12.3
287.4583333	12.3
287.5	12.4
287.5416667	12.5
287.5833333	12.5
287.625	12.4
287.6666667	12.2
287.7083333	12.1
287.75	11.9
287.7916667	11.7
287.8333333	11.6
287.875	11.5
287.9166667	11.4
287.9583333	11.3
288.0	11.2
288.0416667	11.2
288.0833333	11.1
288.125	11.0
288.1666667	10.9
288.2083333	10.9
288.25	10.9
288.2916667	10.9
288.3333333	10.9
288.375	10.8
288.4166667	10.8
288.4583333	10.9
288.5	11.0
288.5416667	11.1
288.5833333	11.2
288.625	11.2
288.6666667	11.2
288.7083333	11.1
288.75	11.0
288.7916667	11.0
288.8333333	11.0
288.875	11.0
288.9166667	10.9
288.9583333	10.9
289.0	10.9
289.0416667	10.8
289.0833333	10.7
289.125	10.7
289.1666667	10.6
289.2083333	10.6
289.25	10.6
289.2916667	10.6
289.3333333	10.6
289.375	10.7
289.4166667	10.7
289.4583333	10.7
289.5	10.7
289.5416667	10.9
289.5833333	11.0
289.625	11.1
289.6666667	11.2
289.7083333	11.2
289.75	11.2
289.7916667	11.1
289.8333333	11.1
289.875	11.0
289.9166667	10.9
289.9583333	10.9
290.0	10.8
290.0416667	10.7
290.0833333	10.7
290.125	10.6
290.1666667	10.5
290.2083333	10.5
290.25	10.6
290.2916667	10.8
290.3333333	10.9
290.375	11.0
290.4166667	11.0
290.4583333	11.0
290.5	11.1
290.5416667	11.2
290.5833333	11.3
290.625	11.4
290.6666667	11.5
290.7083333	11.5
290.75	11.5
290.7916667	11.4
290.8333333	11.4
290.875	11.4
290.9166667	11.3
290.9583333	11.3
291.0	11.3
291.0416667	11.2
291.0833333	11.2
291.125	11.3
291.1666667	11.5
291.2083333	11.8
291.25	12.1
291.2916667	12.1
291.3333333	12.1
291.375	12.1
291.4166667	12.2
291.4583333	12.2
291.5	12.4
291.5416667	12.5
291.5833333	12.6
291.625	12.6
291.6666667	12.6
291.7083333	12.6
291.75	12.7
291.7916667	12.7
291.8333333	12.6
291.875	12.6
291.9166667	12.6
291.9583333	12.5
292.0	12.5
292.0416667	12.4
292.0833333	12.4
292.125	12.3
292.1666667	12.3
292.2083333	12.2
292.25	12.3
292.2916667	12.3
292.3333333	12.4
292.375	12.5
292.4166667	12.7
292.4583333	12.8
292.5	12.8
292.5416667	13.0
292.5833333	13.1
292.625	13.2
292.6666667	13.3
292.7083333	13.3
292.75	13.3
292.7916667	13.3
292.8333333	13.4
292.875	13.3
292.9166667	13.3
292.9583333	13.3
293.0	13.3
293.0416667	13.3
293.0833333	13.2
293.125	13.2
293.1666667	13.1
293.2083333	13.1
293.25	13.1
293.2916667	13.1
293.3333333	13.2
293.375	13.3
293.4166667	13.4
293.4583333	13.5
293.5	13.6
293.5416667	13.8
293.5833333	13.8
293.625	13.9
293.6666667	13.9
293.7083333	13.9
293.75	13.9
293.7916667	13.9
293.8333333	13.9
293.875	13.9
293.9166667	13.9
293.9583333	13.9
294.0	13.9
294.0416667	13.9
294.0833333	13.8
294.125	13.8
294.1666667	13.8
294.2083333	13.7
294.25	13.7
294.2916667	13.7
294.3333333	13.7
294.375	13.7
294.4166667	13.8
294.4583333	13.9
294.5	14.0
294.5416667	14.1
294.5833333	14.2
294.625	14.3
294.6666667	14.4
294.7083333	14.4
294.75	14.3
294.7916667	14.3
294.8333333	14.2
294.875	14.2
294.9166667	14.2
294.9583333	14.1
295.0	14.1
295.0416667	14.0
295.0833333	14.0
295.125	13.9
295.1666667	13.9
295.2083333	13.8
295.25	13.8
295.2916667	13.7
295.3333333	13.6
295.375	13.7
295.4166667	13.7
295.4583333	13.9
295.5	14.1
295.5416667	14.2
295.5833333	14.4
295.625	14.5
295.6666667	14.6
295.7083333	14.5
295.75	14.5
295.7916667	14.5
295.8333333	14.4
295.875	14.4
295.9166667	14.3
295.9583333	14.3
296.0	14.2
296.0416667	14.2
296.0833333	14.1
296.125	14.0
296.1666667	13.9
296.2083333	13.9
296.25	13.8
296.2916667	13.7
296.3333333	13.7
296.375	13.7
296.4166667	13.7
296.4583333	13.8
296.5	13.9
296.5416667	14.1
296.5833333	14.4
296.625	14.5
296.6666667	14.6
296.7083333	14.6
296.75	14.6
296.7916667	14.5
296.8333333	14.5
296.875	14.5
296.9166667	14.4
296.9583333	14.4
297.0	14.3
297.0416667	14.2
297.0833333	14.1
297.125	14.0
297.1666667	13.9
297.2083333	13.8
297.25	13.7
297.2916667	13.7
297.3333333	13.6
297.375	13.6
297.4166667	13.6
297.4583333	13.7
297.5	13.8
297.5416667	13.9
297.5833333	14.0
297.625	14.0
297.6666667	14.0
297.7083333	14.0
297.75	14.0
297.7916667	14.0
297.8333333	14.0
297.875	14.0
297.9166667	13.9
297.9583333	13.9
298.0	13.8
298.0416667	13.8
298.0833333	13.7
298.125	13.7
298.1666667	13.6
298.2083333	13.5
298.25	13.5
298.2916667	13.4
298.3333333	13.4
298.375	13.4
298.4166667	13.4
298.4583333	13.5
298.5	13.5
298.5416667	13.5
298.5833333	13.5
298.625	13.5
298.6666667	13.5
298.7083333	13.5
298.75	13.5
298.7916667	13.4
298.8333333	13.4
298.875	13.3
298.9166667	13.2
298.9583333	13.2
299.0	13.1
299.0416667	13.1
299.0833333	13.0
299.125	13.0
299.1666667	12.9
299.2083333	12.8
299.25	12.7
299.2916667	12.5
299.3333333	12.5
299.375	12.4
299.4166667	12.4
299.4583333	12.4
299.5	12.4
299.5416667	12.5
299.5833333	12.5
299.625	12.5
299.6666667	12.4
299.7083333	12.3
299.75	12.3
299.7916667	12.2
299.8333333	12.1
299.875	11.9
299.9166667	11.8
299.9583333	11.7
300.0	11.5
300.0416667	11.4
300.0833333	11.3
300.125	11.1
300.1666667	11.0
300.2083333	10.8
300.25	10.6
300.2916667	10.5
300.3333333	10.3
300.375	10.2
300.4166667	10.1
300.4583333	10.3
300.5	10.5
300.5416667	10.7
300.5833333	10.8
300.625	10.9
300.6666667	10.8
300.7083333	10.7
300.75	10.7
300.7916667	10.6
300.8333333	10.5
300.875	10.4
300.9166667	10.3
300.9583333	10.1
301.0	10.0
301.0416667	9.9
301.0833333	9.8
301.125	9.7
301.1666667	9.6
301.2083333	9.4
301.25	9.3
301.2916667	9.1
301.3333333	8.9
301.375	8.8
301.4166667	8.9
301.4583333	9.1
301.5	9.4
301.5416667	9.6
301.5833333	9.7
301.625	9.8
301.6666667	9.9
301.7083333	9.8
301.75	9.8
301.7916667	9.6
301.8333333	9.5
301.875	9.4
301.9166667	9.3
301.9583333	9.2
302.0	9.1
302.0416667	9.0
302.0833333	9.0
302.125	8.9
302.1666667	8.9
302.2083333	8.9
302.25	8.8
302.2916667	8.7
302.3333333	8.5
302.375	8.3
302.4166667	8.2
302.4583333	8.2
302.5	8.3
302.5416667	8.6
302.5833333	8.8
302.625	9.0
302.6666667	9.1
302.7083333	9.2
302.75	9.2
302.7916667	9.1
302.8333333	9.1
302.875	9.1
302.9166667	9.1
302.9583333	9.0
303.0	9.0
303.0416667	9.0
303.0833333	8.9
303.125	8.9
303.1666667	8.8
303.2083333	8.8
303.25	8.7
303.2916667	8.6
303.3333333	8.5
303.375	8.5
303.4166667	8.7
303.4583333	8.8
303.5	9.0
303.5416667	9.2
303.5833333	9.4
303.625	9.5
303.6666667	9.5
303.7083333	9.5
303.75	9.5
303.7916667	9.4
303.8333333	9.4
303.875	9.5
303.9166667	9.6
303.9583333	9.6
304.0	9.5
304.0416667	9.4
304.0833333	9.2
304.125	9.1
304.1666667	9.1
304.2083333	9.1
304.25	9.0
304.2916667	9.0
304.3333333	9.0
304.375	9.1
304.4166667	9.2
304.4583333	9.3
304.5	9.5
304.5416667	9.8
304.5833333	10.2
304.625	10.4
304.6666667	10.4
304.7083333	10.3
304.75	10.3
304.7916667	10.2
304.8333333	10.0
304.875	9.9
304.9166667	9.8
304.9583333	9.7
305.0	9.6
305.0416667	9.5
305.0833333	9.3
305.125	9.2
305.1666667	9.1
305.2083333	8.9
305.25	8.8
305.2916667	8.7
305.3333333	8.6
305.375	8.7
305.4166667	8.8
305.4583333	8.8
305.5	8.9
305.5416667	9.0
305.5833333	9.1
305.625	9.1
305.6666667	9.2
305.7083333	9.2
305.75	9.1
305.7916667	9.1
305.8333333	9.1
305.875	9.0
305.9166667	9.0
305.9583333	9.0
306.0	8.9
306.0416667	8.9
306.0833333	8.9
306.125	8.9
306.1666667	8.8
306.2083333	8.7
306.25	8.6
306.2916667	8.8
306.3333333	8.9
306.375	9.2
306.4166667	9.6
306.4583333	10.0
306.5	10.2
306.5416667	10.2
306.5833333	10.4
306.625	10.5
306.6666667	10.6
306.7083333	10.5
306.75	10.5
306.7916667	10.4
306.8333333	10.3
306.875	10.2
306.9166667	10.0
306.9583333	9.8
307.0	9.7
307.0416667	9.6
307.0833333	9.4
307.125	9.2
307.1666667	9.0
307.2083333	8.8
307.25	8.6
307.2916667	8.6
307.3333333	8.7
307.375	8.8
307.4166667	8.8
307.4583333	8.8
307.5	8.9
307.5416667	9.2
307.5833333	9.6
307.625	9.9
307.6666667	10.1
307.7083333	10.1
307.75	9.9
307.7916667	9.8
307.8333333	9.7
307.875	9.6
307.9166667	9.5
307.9583333	9.3
308.0	9.2
308.0416667	8.9
308.0833333	8.7
308.125	8.6
308.1666667	8.5
308.2083333	8.6
308.25	8.9
308.2916667	9.1
308.3333333	9.1
308.375	9.2
308.4166667	9.3
308.4583333	9.3
308.5	9.4
308.5416667	9.4
308.5833333	9.4
308.625	9.3
308.6666667	9.2
308.7083333	9.2
308.75	9.1
308.7916667	9.0
308.8333333	8.8
308.875	8.8
308.9166667	8.7
308.9583333	8.6
309.0	8.5
309.0416667	8.4
309.0833333	8.3
309.125	8.2
309.1666667	8.2
309.2083333	8.6
309.25	9.2
309.2916667	10.0
309.3333333	10.4
309.375	10.6
309.4166667	10.6
309.4583333	10.5
309.5	10.4
309.5416667	10.3
309.5833333	10.0
309.625	9.9
309.6666667	9.7
309.7083333	9.6
309.75	9.5
309.7916667	9.3
309.8333333	9.2
309.875	9.1
309.9166667	9.0
309.9583333	8.8
310.0	8.7
310.0416667	8.6
310.0833333	8.4
310.125	8.3
310.1666667	8.2
310.2083333	8.2
310.25	8.1
310.2916667	8.1
310.3333333	8.1
310.375	8.1
310.4166667	8.2
310.4583333	8.3
310.5	8.3
310.5416667	8.4
310.5833333	8.5
310.625	8.5
310.6666667	8.5
310.7083333	8.5
310.75	8.5
310.7916667	8.5
310.8333333	8.5
310.875	8.5
310.9166667	8.4
310.9583333	8.3
311.0	8.2
311.0416667	8.2
311.0833333	8.1
311.125	8.1
311.1666667	8.1
311.2083333	8.1
311.25	8.1
311.2916667	8.2
311.3333333	8.3
311.375	8.4
311.4166667	8.5
311.4583333	8.6
311.5	8.7
311.5416667	8.8
311.5833333	8.9
311.625	9.0
311.6666667	9.1
