#.t	.in_5
#d	degC
124.375	13.8
124.4166667	14.0
124.4583333	14.1
124.5	14.3
124.5416667	14.5
124.5833333	14.8
124.625	15.0
124.6666667	15.0
124.7083333	15.3
124.75	15.3
124.7916667	15.3
124.8333333	15.2
124.875	15.0
124.9166667	14.9
124.9583333	14.7
125.0	14.6
125.0416667	14.5
125.0833333	14.4
125.125	14.3
125.1666667	14.3
125.2083333	14.2
125.25	14.1
125.2916667	14.0
125.3333333	14.0
125.375	14.0
125.4166667	14.0
125.4583333	14.0
125.5	14.0
125.5416667	14.0
125.5833333	13.9
125.625	13.9
125.6666667	13.8
125.7083333	13.8
125.75	13.7
125.7916667	13.6
125.8333333	13.4
125.875	13.3
125.9166667	13.2
125.9583333	13.1
126.0	13.0
126.0416667	12.9
126.0833333	12.8
126.125	12.7
126.1666667	12.7
126.2083333	12.6
126.25	12.6
126.2916667	12.5
126.3333333	12.6
126.375	12.6
126.4166667	12.6
126.4583333	12.6
126.5	12.6
126.5416667	12.6
126.5833333	12.6
126.625	12.6
126.6666667	12.7
126.7083333	12.7
126.75	12.7
126.7916667	12.7
126.8333333	12.6
126.875	12.5
126.9166667	12.4
126.9583333	12.3
127.0	12.2
127.0416667	12.1
127.0833333	11.9
127.125	11.8
127.1666667	11.7
127.2083333	11.6
127.25	11.6
127.2916667	11.6
127.3333333	11.6
127.375	11.7
127.4166667	11.8
127.4583333	12.0
127.5	12.2
127.5416667	12.5
127.5833333	12.9
127.625	13.4
127.6666667	13.7
127.7083333	13.8
127.75	13.8
127.7916667	13.9
127.8333333	13.9
127.875	13.9
127.9166667	13.7
127.9583333	13.4
128.0	13.2
128.0416667	13.0
128.0833333	12.8
128.125	12.7
128.1666667	12.5
128.2083333	12.5
128.25	12.5
128.2916667	12.6
128.3333333	12.7
128.375	12.8
128.4166667	12.8
128.4583333	12.8
128.5	12.8
128.5416667	13.0
128.5833333	13.2
128.625	13.4
128.6666667	13.6
128.7083333	13.7
128.75	13.9
128.7916667	13.9
128.8333333	13.9
128.875	13.9
128.9166667	13.9
128.9583333	13.9
129.0	13.8
129.0416667	13.7
129.0833333	13.7
129.125	13.6
129.1666667	13.5
129.2083333	13.4
129.25	13.4
129.2916667	13.3
129.3333333	13.4
129.375	13.6
129.4166667	13.7
129.4583333	13.9
129.5	14.1
129.5416667	14.3
129.5833333	14.5
129.625	14.8
129.6666667	15.0
129.7083333	15.0
129.75	15.0
129.7916667	15.1
129.8333333	15.1
129.875	15.1
129.9166667	15.0
129.9583333	15.0
130.0	14.9
130.0416667	14.8
130.0833333	14.7
130.125	14.6
130.1666667	14.6
130.2083333	14.5
130.25	14.5
130.2916667	14.5
130.3333333	14.6
130.375	14.7
130.4166667	14.8
130.4583333	14.9
130.5	15.1
130.5416667	15.4
130.5833333	15.6
130.625	15.7
130.6666667	15.8
130.7083333	15.9
130.75	16.0
130.7916667	16.0
130.8333333	16.0
130.875	15.9
130.9166667	15.9
130.9583333	15.8
131.0	15.8
131.0416667	15.7
131.0833333	15.6
131.125	15.6
131.1666667	15.5
131.2083333	15.5
131.25	15.4
131.2916667	15.4
131.3333333	15.5
131.375	15.5
131.4166667	15.6
131.4583333	15.7
131.5	15.8
131.5416667	15.8
131.5833333	15.9
131.625	15.9
131.6666667	16.0
131.7083333	16.0
131.75	16.0
131.7916667	16.0
131.8333333	15.9
131.875	15.9
131.9166667	15.7
131.9583333	15.5
132.0	15.4
132.0416667	15.3
132.0833333	15.1
132.125	15.0
132.1666667	14.8
132.2083333	14.7
132.25	14.6
132.2916667	14.4
132.3333333	14.4
132.375	14.4
132.4166667	14.4
132.4583333	14.6
132.5	14.6
132.5416667	14.7
132.5833333	14.9
132.625	15.0
132.6666667	15.1
132.7083333	15.2
132.75	15.2
132.7916667	15.2
132.8333333	15.1
132.875	14.9
132.9166667	14.8
132.9583333	14.7
133.0	14.5
133.0416667	14.3
133.0833333	14.1
133.125	13.9
133.1666667	13.7
133.2083333	13.5
133.25	13.4
133.2916667	13.2
133.3333333	13.2
133.375	13.4
133.4166667	13.4
133.4583333	13.7
133.5	14.0
133.5416667	14.2
133.5833333	14.6
133.625	14.7
133.6666667	14.9
133.7083333	15.1
133.75	15.4
133.7916667	15.6
133.8333333	15.5
133.875	15.3
133.9166667	15.1
133.9583333	14.9
134.0	14.7
134.0416667	14.5
134.0833333	14.3
134.125	14.1
134.1666667	13.8
134.2083333	13.6
134.25	13.5
134.2916667	13.4
134.3333333	13.4
134.375	13.5
134.4166667	13.7
134.4583333	13.9
134.5	14.3
134.5416667	14.7
134.5833333	15.1
134.625	15.4
134.6666667	15.6
134.7083333	15.8
134.75	16.0
134.7916667	16.0
134.8333333	15.8
134.875	15.6
134.9166667	15.4
134.9583333	15.2
135.0	15.0
135.0416667	14.9
135.0833333	14.7
135.125	14.5
135.1666667	14.3
135.2083333	14.2
135.25	14.0
135.2916667	13.9
135.3333333	13.9
135.375	13.9
135.4166667	14.0
135.4583333	14.0
135.5	14.0
135.5416667	14.0
135.5833333	14.1
135.625	14.1
135.6666667	14.1
135.7083333	14.0
135.75	14.0
135.7916667	13.9
135.8333333	13.8
135.875	13.6
135.9166667	13.4
135.9583333	13.3
136.0	13.2
136.0416667	13.1
136.0833333	13.0
136.125	13.0
136.1666667	13.0
136.2083333	12.9
136.25	12.9
136.2916667	12.9
136.3333333	13.0
136.375	13.0
136.4166667	13.1
136.4583333	13.3
136.5	13.5
136.5416667	13.7
136.5833333	14.0
136.625	
136.6666667	14.3
136.7083333	14.5
136.75	14.5
136.7916667	14.4
136.8333333	14.3
136.875	14.1
136.9166667	14.0
136.9583333	13.8
137.0	13.6
137.0416667	13.4
137.0833333	13.2
137.125	13.0
137.1666667	12.9
137.2083333	12.9
137.25	12.9
137.2916667	12.8
137.3333333	12.8
137.375	12.9
137.4166667	13.0
137.4583333	13.2
137.5	13.4
137.5416667	13.7
137.5833333	14.0
137.625	14.2
137.6666667	14.4
137.7083333	14.5
137.75	14.5
137.7916667	14.4
137.8333333	14.4
137.875	14.3
137.9166667	14.2
137.9583333	14.0
138.0	13.9
138.0416667	13.8
138.0833333	13.7
138.125	13.6
138.1666667	13.5
138.2083333	13.4
138.25	13.3
138.2916667	13.2
138.3333333	13.2
138.375	13.3
138.4166667	13.4
138.4583333	13.7
138.5	14.2
138.5416667	14.6
138.5833333	14.8
138.625	14.8
138.6666667	14.7
138.7083333	14.7
138.75	14.7
138.7916667	14.7
138.8333333	14.7
138.875	14.6
138.9166667	14.5
138.9583333	14.4
139.0	14.4
139.0416667	14.3
139.0833333	14.2
139.125	14.1
139.1666667	14.0
139.2083333	14.0
139.25	14.0
139.2916667	13.9
139.3333333	14.0
139.375	14.1
139.4166667	14.3
139.4583333	14.6
139.5	14.9
139.5416667	15.2
139.5833333	15.6
139.625	15.9
139.6666667	16.1
139.7083333	16.2
139.75	16.3
139.7916667	16.4
139.8333333	16.3
139.875	16.2
139.9166667	16.2
139.9583333	16.1
140.0	16.0
140.0416667	15.8
140.0833333	15.7
140.125	15.5
140.1666667	15.4
140.2083333	15.3
140.25	15.2
140.2916667	15.1
140.3333333	15.2
140.375	15.2
140.4166667	15.2
140.4583333	15.5
140.5	15.9
140.5416667	16.3
140.5833333	16.7
140.625	17.0
140.6666667	17.3
140.7083333	17.3
140.75	17.3
140.7916667	17.3
140.8333333	17.3
140.875	17.2
140.9166667	17.1
140.9583333	16.9
141.0	16.8
141.0416667	16.6
141.0833333	16.5
141.125	16.4
141.1666667	16.4
141.2083333	16.4
141.25	16.3
141.2916667	16.3
141.3333333	16.4
141.375	16.5
141.4166667	16.6
141.4583333	16.6
141.5	16.8
141.5416667	17.0
141.5833333	17.1
141.625	17.2
141.6666667	17.3
141.7083333	17.4
141.75	17.5
141.7916667	17.6
141.8333333	17.5
141.875	17.6
141.9166667	17.6
141.9583333	17.5
142.0	17.5
142.0416667	17.4
142.0833333	17.4
142.125	17.3
142.1666667	17.2
142.2083333	17.2
142.25	17.2
142.2916667	17.1
142.3333333	17.2
142.375	17.3
142.4166667	17.5
142.4583333	17.7
142.5	18.0
142.5416667	18.3
142.5833333	18.7
142.625	19.1
142.6666667	19.3
142.7083333	19.5
142.75	19.7
142.7916667	19.7
142.8333333	19.7
142.875	19.6
142.9166667	19.5
142.9583333	19.3
143.0	19.2
143.0416667	19.1
143.0833333	18.9
143.125	18.8
143.1666667	18.6
143.2083333	18.4
143.25	18.3
143.2916667	18.3
143.3333333	18.2
143.375	18.3
143.4166667	18.5
143.4583333	18.7
143.5	19.0
143.5416667	19.3
143.5833333	19.7
143.625	20.0
143.6666667	20.3
143.7083333	20.5
143.75	20.7
143.7916667	20.6
143.8333333	20.4
143.875	20.2
143.9166667	20.0
143.9583333	19.9
144.0	19.7
144.0416667	19.5
144.0833333	19.2
144.125	19.1
144.1666667	19.1
144.2083333	19.0
144.25	19.0
144.2916667	19.0
144.3333333	19.1
144.375	19.2
144.4166667	19.3
144.4583333	19.5
144.5	19.7
144.5416667	19.7
144.5833333	19.7
144.625	19.9
144.6666667	20.1
144.7083333	20.3
144.75	20.4
144.7916667	20.4
144.8333333	20.4
144.875	20.4
144.9166667	20.3
144.9583333	20.3
145.0	20.2
145.0416667	20.2
145.0833333	20.1
145.125	19.9
145.1666667	19.8
145.2083333	19.6
145.25	19.4
145.2916667	19.3
145.3333333	19.2
145.375	19.2
145.4166667	19.3
145.4583333	19.5
145.5	19.7
145.5416667	20.0
145.5833333	20.3
145.625	20.6
145.6666667	20.9
145.7083333	21.1
145.75	21.1
145.7916667	21.1
145.8333333	20.9
145.875	20.7
145.9166667	20.5
145.9583333	20.3
146.0	20.0
146.0416667	19.8
146.0833333	19.6
146.125	19.4
146.1666667	19.2
146.2083333	19.1
146.25	19.0
146.2916667	18.9
146.3333333	18.9
146.375	19.0
146.4166667	19.1
146.4583333	19.3
146.5	19.5
146.5416667	19.8
146.5833333	20.2
146.625	20.5
146.6666667	20.7
146.7083333	21.0
146.75	21.1
146.7916667	21.1
146.8333333	21.0
146.875	20.8
146.9166667	20.6
146.9583333	20.3
147.0	20.1
147.0416667	19.8
147.0833333	19.7
147.125	19.5
147.1666667	19.2
147.2083333	19.1
147.25	18.9
147.2916667	18.8
147.3333333	18.9
147.375	19.0
147.4166667	19.2
147.4583333	19.5
147.5	19.8
147.5416667	20.1
147.5833333	20.4
147.625	20.8
147.6666667	21.1
147.7083333	21.3
147.75	21.4
147.7916667	21.4
147.8333333	21.4
147.875	21.3
147.9166667	21.1
147.9583333	20.8
148.0	20.6
148.0416667	20.4
148.0833333	20.2
148.125	20.0
148.1666667	19.8
148.2083333	19.6
148.25	19.5
148.2916667	19.4
148.3333333	19.4
148.375	19.6
148.4166667	19.9
148.4583333	20.2
148.5	20.5
148.5416667	20.8
148.5833333	21.2
148.625	21.5
148.6666667	21.7
148.7083333	21.9
148.75	22.0
148.7916667	22.0
148.8333333	21.8
148.875	21.6
148.9166667	21.3
148.9583333	21.1
149.0	20.8
149.0416667	20.6
149.0833333	20.3
149.125	20.0
149.1666667	19.8
149.2083333	19.5
149.25	19.3
149.2916667	19.2
149.3333333	19.2
149.375	19.2
149.4166667	19.4
149.4583333	19.7
149.5	19.7
149.5416667	19.8
149.5833333	19.8
149.625	20.0
149.6666667	20.0
149.7083333	20.2
149.75	20.3
149.7916667	20.3
149.8333333	20.3
149.875	20.2
149.9166667	19.9
149.9583333	19.7
150.0	19.5
150.0416667	19.3
150.0833333	19.1
150.125	18.8
150.1666667	18.6
150.2083333	18.3
150.25	18.2
150.2916667	18.0
150.3333333	18.0
150.375	18.0
150.4166667	18.2
150.4583333	18.6
150.5	18.9
150.5416667	19.3
150.5833333	19.6
150.625	19.9
150.6666667	20.2
150.7083333	20.4
150.75	20.5
150.7916667	20.5
150.8333333	20.4
150.875	20.3
150.9166667	20.2
150.9583333	19.9
151.0	19.7
151.0416667	19.5
151.0833333	19.3
151.125	19.2
151.1666667	19.0
151.2083333	18.8
151.25	18.7
151.2916667	18.7
151.3333333	18.7
151.375	18.8
151.4166667	18.8
151.4583333	18.8
151.5	18.9
151.5416667	19.1
151.5833333	19.2
151.625	19.3
151.6666667	19.3
151.7083333	19.4
151.75	19.4
151.7916667	19.3
151.8333333	19.2
151.875	19.0
151.9166667	18.9
151.9583333	18.7
152.0	18.6
152.0416667	18.4
152.0833333	18.3
152.125	18.2
152.1666667	18.1
152.2083333	18.0
152.25	17.9
152.2916667	17.8
152.3333333	17.8
152.375	17.9
152.4166667	17.9
152.4583333	17.9
152.5	17.8
152.5416667	17.9
152.5833333	18.0
152.625	18.2
152.6666667	18.2
152.7083333	18.3
152.75	18.3
152.7916667	18.2
152.8333333	18.2
152.875	18.1
152.9166667	17.9
152.9583333	17.8
153.0	17.7
153.0416667	17.5
153.0833333	17.4
153.125	17.3
153.1666667	17.2
153.2083333	17.1
153.25	16.9
153.2916667	16.8
153.3333333	16.8
153.375	16.8
153.4166667	17.0
153.4583333	17.2
153.5	17.4
153.5416667	17.7
153.5833333	18.0
153.625	18.3
153.6666667	18.4
153.7083333	18.6
153.75	18.6
153.7916667	18.7
153.8333333	18.7
153.875	18.6
153.9166667	18.5
153.9583333	18.3
154.0	18.1
154.0416667	17.9
154.0833333	17.7
154.125	17.5
154.1666667	17.3
154.2083333	17.1
154.25	17.0
154.2916667	16.8
154.3333333	16.7
154.375	16.6
154.4166667	16.5
154.4583333	16.4
154.5	16.3
154.5416667	16.3
154.5833333	16.3
154.625	16.2
154.6666667	16.2
154.7083333	16.1
154.75	16.0
154.7916667	15.9
154.8333333	15.8
154.875	15.8
154.9166667	15.7
154.9583333	15.8
155.0	15.9
155.0416667	16.0
155.0833333	16.1
155.125	16.0
155.1666667	15.8
155.2083333	15.7
155.25	15.4
155.2916667	15.2
155.3333333	15.0
155.375	14.9
155.4166667	14.8
155.4583333	14.7
155.5	14.6
155.5416667	14.5
155.5833333	14.4
155.625	14.3
155.6666667	14.2
155.7083333	14.1
155.75	14.1
155.7916667	14.1
155.8333333	14.0
155.875	14.0
155.9166667	14.0
155.9583333	14.0
156.0	14.1
156.0416667	14.1
156.0833333	14.1
156.125	14.1
156.1666667	13.9
156.2083333	13.8
156.25	13.7
156.2916667	13.7
156.3333333	13.7
156.375	13.8
156.4166667	13.8
156.4583333	13.9
156.5	14.0
156.5416667	14.3
156.5833333	14.4
156.625	14.5
156.6666667	14.7
156.7083333	14.7
156.75	14.7
156.7916667	14.6
156.8333333	14.5
156.875	14.5
156.9166667	14.5
156.9583333	14.5
157.0	14.5
157.0416667	14.5
157.0833333	14.5
157.125	14.5
157.1666667	14.4
157.2083333	14.4
157.25	14.3
157.2916667	14.2
157.3333333	14.1
157.375	14.1
157.4166667	14.0
157.4583333	14.0
157.5	14.0
157.5416667	14.0
157.5833333	14.2
157.625	14.3
157.6666667	14.3
157.7083333	14.4
157.75	14.5
157.7916667	14.5
157.8333333	14.4
157.875	14.5
157.9166667	14.7
157.9583333	14.9
158.0	15.0
158.0416667	15.1
158.0833333	15.1
158.125	15.0
158.1666667	15.0
158.2083333	14.9
158.25	14.9
158.2916667	14.8
158.3333333	14.8
158.375	14.8
158.4166667	14.9
158.4583333	15.0
158.5	15.2
158.5416667	15.4
158.5833333	15.4
158.625	15.6
158.6666667	15.7
158.7083333	15.7
158.75	15.7
158.7916667	15.8
158.8333333	15.8
158.875	15.8
158.9166667	15.8
158.9583333	15.8
159.0	15.7
159.0416667	15.7
159.0833333	15.6
159.125	15.6
159.1666667	15.6
159.2083333	15.5
159.25	15.5
159.2916667	15.5
159.3333333	15.5
159.375	15.6
159.4166667	15.8
159.4583333	15.9
159.5	16.1
159.5416667	16.3
159.5833333	16.6
159.625	
159.6666667	17.0
159.7083333	17.0
159.75	17.0
159.7916667	17.0
159.8333333	17.0
159.875	16.8
159.9166667	16.7
159.9583333	16.7
160.0	16.6
160.0416667	16.6
160.0833333	16.4
160.125	16.2
160.1666667	16.1
160.2083333	16.0
160.25	15.9
160.2916667	15.8
160.3333333	15.7
160.375	15.8
160.4166667	15.8
160.4583333	15.8
160.5	15.8
160.5416667	15.9
160.5833333	16.0
160.625	16.1
160.6666667	16.1
160.7083333	16.1
160.75	16.1
160.7916667	16.2
160.8333333	16.1
160.875	16.0
160.9166667	15.9
160.9583333	15.9
161.0	15.8
161.0416667	15.7
161.0833333	15.6
161.125	15.5
161.1666667	15.4
161.2083333	15.3
161.25	15.2
161.2916667	15.2
161.3333333	15.2
161.375	15.3
161.4166667	15.5
161.4583333	15.7
161.5	16.0
161.5416667	16.3
161.5833333	16.5
161.625	16.6
161.6666667	16.9
161.7083333	17.1
161.75	17.2
161.7916667	17.1
161.8333333	17.1
161.875	17.1
161.9166667	17.1
161.9583333	17.0
162.0	16.9
162.0416667	16.9
162.0833333	16.8
162.125	16.7
162.1666667	16.6
162.2083333	16.5
162.25	16.4
162.2916667	16.4
162.3333333	16.4
162.375	16.4
162.4166667	16.5
162.4583333	16.7
162.5	16.8
162.5416667	17.0
162.5833333	17.1
162.625	17.1
162.6666667	17.1
162.7083333	17.1
162.75	17.1
162.7916667	17.1
162.8333333	17.1
162.875	17.0
162.9166667	16.9
162.9583333	16.9
163.0	16.9
163.0416667	16.8
163.0833333	16.7
163.125	16.6
163.1666667	16.5
163.2083333	16.5
163.25	16.4
163.2916667	16.3
163.3333333	16.3
163.375	16.2
163.4166667	16.2
163.4583333	16.3
163.5	16.5
163.5416667	16.5
163.5833333	16.6
163.625	16.6
163.6666667	16.8
163.7083333	16.8
163.75	16.9
163.7916667	16.9
163.8333333	16.8
163.875	16.7
163.9166667	16.6
163.9583333	16.6
164.0	16.5
164.0416667	16.4
164.0833333	16.3
164.125	16.2
164.1666667	16.2
164.2083333	16.0
164.25	15.9
164.2916667	15.9
164.3333333	15.8
164.375	15.8
164.4166667	15.8
164.4583333	15.9
164.5	16.1
164.5416667	16.4
164.5833333	16.5
164.625	16.6
164.6666667	16.6
164.7083333	16.6
164.75	16.6
164.7916667	16.5
164.8333333	16.5
164.875	16.4
164.9166667	16.3
164.9583333	16.2
165.0	16.1
165.0416667	16.0
165.0833333	15.9
165.125	15.8
165.1666667	15.7
165.2083333	15.6
165.25	15.5
165.2916667	15.4
165.3333333	15.4
165.375	15.5
165.4166667	15.6
165.4583333	15.8
165.5	16.1
165.5416667	16.4
165.5833333	16.8
165.625	17.0
165.6666667	17.3
165.7083333	17.5
165.75	17.7
165.7916667	17.7
165.8333333	17.6
165.875	17.5
165.9166667	17.3
165.9583333	17.3
166.0	17.2
166.0416667	17.1
166.0833333	16.9
166.125	16.8
166.1666667	16.7
166.2083333	16.6
166.25	16.5
166.2916667	16.4
166.3333333	16.4
166.375	16.4
166.4166667	16.4
166.4583333	16.4
166.5	16.5
166.5416667	16.5
166.5833333	16.6
166.625	16.7
166.6666667	16.8
166.7083333	16.9
166.75	17.0
166.7916667	17.0
166.8333333	17.0
166.875	16.9
166.9166667	16.8
166.9583333	16.6
167.0	16.5
167.0416667	16.4
167.0833333	16.3
167.125	16.3
167.1666667	16.3
167.2083333	16.2
167.25	16.3
167.2916667	16.4
167.3333333	16.6
167.375	16.7
167.4166667	16.8
167.4583333	16.9
167.5	17.0
167.5416667	17.1
167.5833333	17.1
167.625	17.1
167.6666667	17.1
167.7083333	17.1
167.75	17.2
167.7916667	17.2
167.8333333	17.1
167.875	17.1
167.9166667	16.9
167.9583333	16.8
168.0	16.8
168.0416667	16.7
168.0833333	16.6
168.125	16.5
168.1666667	16.4
168.2083333	16.3
168.25	16.3
168.2916667	16.2
168.3333333	16.2
168.375	16.3
168.4166667	16.4
168.4583333	16.5
168.5	16.6
168.5416667	16.7
168.5833333	16.9
168.625	17.1
168.6666667	17.1
168.7083333	17.2
168.75	17.3
168.7916667	17.4
168.8333333	17.5
168.875	17.4
168.9166667	17.3
168.9583333	17.2
169.0	17.2
169.0416667	17.2
169.0833333	17.1
169.125	17.1
169.1666667	17.0
169.2083333	16.8
169.25	16.8
169.2916667	16.6
169.3333333	16.5
169.375	16.5
169.4166667	16.5
169.4583333	16.7
169.5	17.0
169.5416667	17.1
169.5833333	17.1
169.625	17.1
169.6666667	17.2
169.7083333	17.3
169.75	17.4
169.7916667	17.4
169.8333333	17.4
169.875	17.3
169.9166667	17.2
169.9583333	17.2
170.0	17.4
170.0416667	17.4
170.0833333	17.3
170.125	17.2
170.1666667	17.0
170.2083333	16.8
170.25	16.6
170.2916667	16.5
170.3333333	16.5
170.375	16.5
170.4166667	16.6
170.4583333	16.6
170.5	16.6
170.5416667	16.7
170.5833333	16.8
170.625	16.8
170.6666667	17.0
170.7083333	17.1
170.75	17.2
170.7916667	17.2
170.8333333	17.1
170.875	17.1
170.9166667	17.1
170.9583333	17.0
171.0	17.0
171.0416667	17.0
171.0833333	16.9
171.125	16.9
171.1666667	16.8
171.2083333	16.7
171.25	16.7
171.2916667	16.6
171.3333333	16.6
171.375	16.6
171.4166667	16.6
171.4583333	16.6
171.5	16.8
171.5416667	16.9
171.5833333	17.1
171.625	17.2
171.6666667	17.3
171.7083333	17.4
171.75	17.5
171.7916667	17.5
171.8333333	17.5
171.875	17.5
171.9166667	17.4
171.9583333	17.3
172.0	17.3
172.0416667	17.2
172.0833333	17.2
172.125	17.1
172.1666667	17.0
172.2083333	16.9
172.25	16.9
172.2916667	16.9
172.3333333	16.9
172.375	17.0
172.4166667	17.1
172.4583333	17.2
172.5	17.5
172.5416667	17.7
172.5833333	17.8
172.625	18.0
172.6666667	18.2
172.7083333	18.3
172.75	18.5
172.7916667	18.5
172.8333333	18.4
172.875	18.3
172.9166667	18.3
172.9583333	18.2
173.0	18.1
173.0416667	18.0
173.0833333	17.8
173.125	17.8
173.1666667	17.7
173.2083333	17.5
173.25	17.4
173.2916667	17.3
173.3333333	17.3
173.375	17.3
173.4166667	17.4
173.4583333	17.5
173.5	17.5
173.5416667	17.6
173.5833333	17.6
173.625	17.7
173.6666667	17.7
173.7083333	17.7
173.75	17.7
173.7916667	17.6
173.8333333	17.6
173.875	17.5
173.9166667	17.4
173.9583333	17.3
174.0	17.2
174.0416667	17.1
174.0833333	17.0
174.125	16.9
174.1666667	16.8
174.2083333	16.6
174.25	16.5
174.2916667	16.5
174.3333333	16.5
174.375	16.6
174.4166667	16.7
174.4583333	16.8
174.5	16.9
174.5416667	17.1
174.5833333	17.1
174.625	17.1
174.6666667	17.3
174.7083333	17.4
174.75	17.5
174.7916667	17.6
174.8333333	17.5
174.875	17.5
174.9166667	17.4
174.9583333	17.3
175.0	17.3
175.0416667	17.2
175.0833333	17.2
175.125	17.1
175.1666667	17.1
175.2083333	17.0
175.25	16.9
175.2916667	16.8
175.3333333	16.7
175.375	16.7
175.4166667	16.7
175.4583333	16.7
175.5	16.7
175.5416667	16.7
175.5833333	16.7
175.625	16.7
175.6666667	16.7
175.7083333	16.8
175.75	16.8
175.7916667	16.8
175.8333333	16.7
175.875	16.6
175.9166667	16.6
175.9583333	16.5
176.0	16.4
176.0416667	16.3
176.0833333	16.2
176.125	16.1
176.1666667	16.0
176.2083333	15.9
176.25	15.8
176.2916667	15.9
176.3333333	16.1
176.375	16.3
176.4166667	16.4
176.4583333	16.5
176.5	16.6
176.5416667	16.7
176.5833333	16.8
176.625	17.0
176.6666667	17.1
176.7083333	17.1
176.75	17.2
176.7916667	17.1
176.8333333	17.1
176.875	17.0
176.9166667	16.9
176.9583333	16.8
177.0	16.6
177.0416667	16.5
177.0833333	16.3
177.125	16.2
177.1666667	16.1
177.2083333	16.1
177.25	16.0
177.2916667	15.9
177.3333333	16.0
177.375	16.1
177.4166667	16.3
177.4583333	16.5
177.5	16.8
177.5416667	17.1
177.5833333	17.3
177.625	17.6
177.6666667	17.8
177.7083333	18.1
177.75	18.3
177.7916667	18.4
177.8333333	18.3
177.875	18.2
177.9166667	18.1
177.9583333	18.1
178.0	18.0
178.0416667	17.9
178.0833333	17.8
178.125	17.7
178.1666667	17.6
178.2083333	17.5
178.25	17.4
178.2916667	17.4
178.3333333	17.4
178.375	17.4
178.4166667	17.4
178.4583333	17.5
178.5	17.5
178.5416667	17.6
178.5833333	17.6
178.625	17.8
178.6666667	17.8
178.7083333	18.0
178.75	18.1
178.7916667	18.1
178.8333333	18.1
178.875	18.0
178.9166667	18.0
178.9583333	17.9
179.0	17.8
179.0416667	17.8
179.0833333	17.7
179.125	17.7
179.1666667	17.6
179.2083333	17.5
179.25	17.5
179.2916667	17.5
179.3333333	17.5
179.375	17.6
179.4166667	17.8
179.4583333	18.0
179.5	18.3
179.5416667	18.7
179.5833333	19.1
179.625	19.3
179.6666667	19.5
179.7083333	19.7
179.75	19.8
179.7916667	20.0
179.8333333	20.1
179.875	20.1
179.9166667	20.1
179.9583333	20.0
180.0	20.0
180.0416667	19.9
180.0833333	19.9
180.125	19.8
180.1666667	19.7
180.2083333	19.6
180.25	19.5
180.2916667	19.4
180.3333333	19.4
180.375	19.4
180.4166667	19.4
180.4583333	19.4
180.5	19.4
180.5416667	19.5
180.5833333	19.6
180.625	19.8
180.6666667	19.9
180.7083333	20.0
180.75	19.9
180.7916667	19.9
180.8333333	19.9
180.875	19.8
180.9166667	19.7
180.9583333	19.6
181.0	19.4
181.0416667	19.3
181.0833333	19.2
181.125	19.1
181.1666667	19.0
181.2083333	18.8
181.25	18.7
181.2916667	18.7
181.3333333	18.7
181.375	18.8
181.4166667	19.0
181.4583333	19.2
181.5	19.4
181.5416667	19.6
181.5833333	19.9
181.625	20.1
181.6666667	20.3
181.7083333	20.4
181.75	20.5
181.7916667	20.6
181.8333333	20.6
181.875	20.5
181.9166667	20.4
181.9583333	20.2
182.0	20.0
182.0416667	19.9
182.0833333	19.7
182.125	19.6
182.1666667	19.4
182.2083333	19.3
182.25	19.2
182.2916667	19.1
182.3333333	19.0
182.375	19.1
182.4166667	19.1
182.4583333	19.3
182.5	19.5
182.5416667	19.7
182.5833333	19.8
182.625	19.8
182.6666667	19.8
182.7083333	19.8
182.75	19.8
182.7916667	19.9
182.8333333	19.8
182.875	19.7
182.9166667	19.5
182.9583333	19.4
183.0	19.3
183.0416667	19.2
183.0833333	19.1
183.125	18.9
183.1666667	18.6
183.2083333	18.4
183.25	18.2
183.2916667	18.1
183.3333333	18.0
183.375	18.1
183.4166667	18.1
183.4583333	18.2
183.5	18.4
183.5416667	18.6
183.5833333	18.9
183.625	19.1
183.6666667	19.3
183.7083333	19.5
183.75	19.6
183.7916667	19.6
183.8333333	19.6
183.875	19.5
183.9166667	19.3
183.9583333	19.2
184.0	19.2
184.0416667	19.0
184.0833333	18.9
184.125	18.7
184.1666667	18.5
184.2083333	18.4
184.25	18.3
184.2916667	18.2
184.3333333	18.1
184.375	18.2
184.4166667	18.4
184.4583333	18.7
184.5	19.0
184.5416667	19.2
184.5833333	19.5
184.625	19.6
184.6666667	19.8
184.7083333	19.8
184.75	19.9
184.7916667	19.9
184.8333333	20.0
184.875	20.0
184.9166667	20.0
184.9583333	20.0
185.0	19.9
185.0416667	19.8
185.0833333	19.7
185.125	19.6
185.1666667	19.5
185.2083333	19.3
185.25	19.3
185.2916667	19.2
185.3333333	19.2
185.375	19.2
185.4166667	19.3
185.4583333	19.5
185.5	19.7
185.5416667	19.8
185.5833333	20.1
185.625	20.3
185.6666667	20.6
185.7083333	20.8
185.75	21.0
185.7916667	21.1
185.8333333	21.1
185.875	21.1
185.9166667	21.0
185.9583333	20.9
186.0	20.9
186.0416667	20.8
186.0833333	20.7
186.125	20.5
186.1666667	20.3
186.2083333	20.2
186.25	20.1
186.2916667	20.0
186.3333333	19.9
186.375	
186.4166667	20.0
186.4583333	20.2
186.5	20.3
186.5416667	20.5
186.5833333	20.7
186.625	20.9
186.6666667	21.1
186.7083333	21.3
186.75	21.4
186.7916667	21.4
